1108.74765364, 0.05, 1.7, 1.5, 0.785398163397
1755.73352712, 0.05, 1.7, 1.5, 0.942477796077
1930.53967716, 0.05, 1.7, 1.5, 1.09955742876
1851.73574831, 0.05, 1.7, 1.5, 1.25663706144
1671.60162079, 0.05, 1.7, 1.5, 1.41371669412
1447.81999646, 0.05, 1.7, 1.5, 1.57079632679
1213.0630622, 0.05, 1.7, 1.5, 1.72787595947
1281.47071402, 0.05, 3.0, 1.5, 4.08407044967
1388.59208989, 0.05, 3.0, 1.5, 4.24115008235
1342.17023801, 0.05, 3.0, 1.5, 4.39822971503
1230.16624372, 0.05, 3.0, 1.5, 4.55530934771
1091.15732196, 0.05, 3.0, 1.5, 4.71238898038
1013.61067679, 0.05, 5.0, 1.5, 0.471238898038
1001.5577347, 0.05, 5.0, 1.5, 0.628318530718
1769.00713614, 0.1, 1.7, 1.5, 0.471238898038
1027.73102115, 0.1, 1.7, 1.5, 0.628318530718
2147.85559843, 0.1, 1.7, 1.5, 0.785398163397
2630.15329683, 0.1, 1.7, 1.5, 0.942477796077
2708.86640906, 0.1, 1.7, 1.5, 1.09955742876
2581.34774661, 0.1, 1.7, 1.5, 1.25663706144
2410.02084243, 0.1, 1.7, 1.5, 1.41371669412
2123.76253773, 0.1, 1.7, 1.5, 1.57079632679
1814.58321422, 0.1, 1.7, 1.5, 1.72787595947
1489.84213534, 0.1, 1.7, 1.5, 1.88495559215
1143.21472474, 0.1, 1.7, 1.5, 2.04203522483
2050.97689321, 0.1, 1.7, 1.5, 2.82743338823
1077.20250448, 0.1, 1.7, 1.5, 4.39822971503
1191.72110096, 0.1, 1.7, 1.5, 4.55530934771
1262.0742968, 0.1, 1.7, 1.5, 4.71238898038
1293.41663319, 0.1, 1.7, 1.5, 4.86946861306
1285.82987776, 0.1, 1.7, 1.5, 5.02654824574
1231.60467478, 0.1, 1.7, 1.5, 5.18362787842
1126.23801877, 0.1, 1.7, 1.5, 5.3407075111
1861.09957435, 0.1, 1.7, 1.5, 6.1261056745
1532.80532493, 0.1, 3.0, 1.5, 3.92699081699
1854.36791001, 0.1, 3.0, 1.5, 4.08407044967
1927.70630257, 0.1, 3.0, 1.5, 4.24115008235
1843.5051085, 0.1, 3.0, 1.5, 4.39822971503
1680.73534463, 0.1, 3.0, 1.5, 4.55530934771
1485.43455503, 0.1, 3.0, 1.5, 4.71238898038
1271.86035721, 0.1, 3.0, 1.5, 4.86946861306
1047.16578197, 0.1, 3.0, 1.5, 5.02654824574
1090.49850826, 0.1, 5.0, 1.5, 0.157079632679
1308.21964031, 0.1, 5.0, 1.5, 0.314159265359
1372.51229682, 0.1, 5.0, 1.5, 0.471238898038
1337.69673967, 0.1, 5.0, 1.5, 0.628318530718
1241.13898044, 0.1, 5.0, 1.5, 0.785398163397
1120.13993237, 0.1, 5.0, 1.5, 0.942477796077
